9.92	3.11	0
9.95	4.21	0
9.54	4.75	0
8.94	5.10	0
8.25	5.10	0
7.43	4.88	0
7.05	4.28	0
7.05	3.59	0
7.02	2.67	0
7.75	2.04	0
8.25	2.17	0
8.91	2.33	0
9.85	2.61	0
9.79	2.77	0
9.85	2.99	0
9.95	3.27	1
9.95	3.90	1
9.79	4.21	1
9.51	4.81	1
9.10	4.97	1
8.34	4.94	1
7.81	4.94	1
7.27	4.56	1
7.02	3.93	1
7.02	3.24	1
7.09	2.55	1
7.31	2.33	1
7.90	2.42	1
8.22	2.30	1
8.82	2.26	1
9.35	2.42	1
9.63	2.71	1
9.76	2.80	1
5.29	-6.20	0
